ids,w2clsids,schids,ctyids,w2frame,w2subsample,w2cogscore,w2cog3pl,w2chn,w2upchn,w2mat,w2upmat,w2eng,w2upeng,w2a01,w2a02,w2a03,w2a05,w2a0701,w2a0702,w2a0703,w2a0704,w2a0705,w2a0706,w2a0707,w2a0708,w2a0801,w2a0801a,w2a0802,w2a0802a,w2a0802b,w2a0802c01,w2a0802c02,w2a0802c03,w2a0803,w2a0803a,w2a0804,w2a0804a,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a24,w2a27,w2a28,w2a29,w2a30,w2a31,w2a32,w2b1401,w2b1402,w2b1403,w2b1404,w2b1405,w2b1406,w2b15,w2b16,w2b18,w2b19,w2b20,w2b21,,w2ba01,w2ba0201,w2ba0202,w2ba0203,w2ba0204,w2ba0205,w2ba0206,w2ba0207,w2ba0208,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1401a,w2ba1402,w2ba1402a,w2ba1403,w2ba1403a,w2ba1404,w2ba1404a,w2ba1405,w2ba1405a,w2ba1500,w2ba1501,w2ba1501a,w2ba1502,w2ba1502a,w2ba1503,w2ba1503a,w2ba1504,w2ba1504a,w2ba1505,w2ba1505a,w2ba1600,w2ba1601,w2ba1601a,w2ba1602,w2ba1602a,w2ba1603,w2ba1603a,w2ba1604,w2ba1604a,w2ba1605,w2ba1605a,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba22,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb1401,w2bb1402,w2bb1403,w2bb1404,w2bb1405,w2bb1406,w2bb1407,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc01a,w2bc0201,w2bc0202,w2bc0203,w2bc0203a,w2bc0204,w2bc0205,w2bc09,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2be25,w2be33,w2be34,w2be35,w2be36
3738,93,24,6,1,1,29,1.210592031,102,120,102,120,115,120,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,1,3,2,1,3,1,2,1,1,1,1,2,3,6,1,8,2,3,5,3,0,0,0,0,1,0,2,1,8,3,6,3,,2,1,1,0,0,0,1,0,0,6,2,1,0,0,,1,5,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,1,1,0,,0,,0,,3,3,2,1,3,2,2,2,0,1,3,2,2,1,8,4,5,3,1,1,1,1,0,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,,1,2,1,1,2,1,3,3,13,1,1,2,1,3,8,13,3,2,3,1,1,1,2
3739,93,24,6,1,1,25,0.280299008,66,120,64,120,87,120,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,2,3,2,3,2,3,2,3,3,3,6,2,7,5,3,5,4,1,0,1,0,0,0,2,6,6,3,5,4,,2,0,1,0,0,0,0,0,0,6,2,1,0,0,,1,14,0,,0,,0,,0,0,,1,5,0,,0,,0,,1,0,,0,,0,,0,,0,,3,2,2,2,2,2,2,2,0,0,3,3,3,3,6,3,5,4,1,1,0,0,0,1,0,3,3,3,3,4,4,0,1,0,0,,0,0,5,1,1,1,2,1,1,3,3,10,1,1,1,1,3,3,10,3,1,3,3,7,1,2
3740,93,24,6,1,1,24,0.472887993,88,120,104,120,109,120,1,1,1,1,1,0,0,0,0,1,1,0,0,,0,,,,,,0,,1,2,2,1,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,6,1,9,4,3,6,4,0,0,1,1,1,1,2,5,9,4,6,3,,1,0,0,0,0,0,1,1,0,6,2,2,0,0,,0,,0,,1,24,0,,,,,,,,,,,,,0,0,,0,,0,,1,1,0,,3,3,3,3,3,3,4,2,0,1,2,2,2,2,9,3,6,4,1,1,1,1,0,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,,1,1,1,1,1,1,3,3,12,1,1,1,1,3,3,12,3,2,3,5,7,1,2
3741,93,24,6,1,1,21,0.254408985,72,120,79,120,102,120,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,1,1,2,2,2,2,2,2,3,3,2,2,3,3,6,2,7,2,4,4,3,0,0,1,0,1,0,2,1,7,5,4,3,,1,1,1,0,0,0,0,0,0,6,3,3,0,1,5,1,5,0,,0,,0,,0,1,3,1,3,0,,0,,0,,0,1,2,1,2,0,,0,,0,,3,3,1,1,2,2,2,2,0,1,2,2,2,2,7,4,4,3,1,1,0,0,0,1,0,2,3,3,3,1,1,0,1,0,0,,0,0,,1,2,1,1,1,1,3,3,7,1,1,1,1,3,3,7,3,2,3,1,4,1,2
3742,93,24,6,1,1,20,-0.001531,83,120,108,120,89,120,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,2,7,3,4,3,4,0,0,1,0,1,0,2,1,7,4,3,4,,1,1,1,0,0,0,1,0,0,6,1,1,0,1,2,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,1,1,1,0,,0,,0,,2,2,2,2,2,2,4,2,0,1,3,3,3,3,7,4,3,4,0,1,1,0,0,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,1,1,1,1,1,1,1,3,3,10,1,1,1,1,3,3,10,3,2,3,2,4,2,2
3743,93,24,6,1,1,26,0.462338001,74,120,55,120,60,120,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,4,2,6,3,14,4,3,0,0,1,0,1,0,2,1,6,2,5,3,,2,1,1,0,0,0,0,0,0,4,2,3,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,2,3,2,2,2,,1,3,3,3,3,7,2,5,3,1,1,0,1,0,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,4,1,1,1,2,1,2,3,2,10,1,2,1,1,3,3,10,2,1,2,5,7,1,1
3744,93,24,6,1,1,23,0.435202003,78,120,96,120,109,120,2,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,2,3,3,3,3,2,1,3,1,1,1,3,3,5,2,8,3,3,6,3,0,0,0,0,0,1,1,1,8,9,6,4,,1,1,1,0,0,0,1,0,0,4,2,2,0,1,2,1,3,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,2,2,2,1,2,0,1,2,2,3,1,8,4,6,4,1,1,0,1,0,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,1,2,2,1,1,2,2,3,6,12,1,1,2,2,3,3,13,3,2,3,2,6,1,1
3745,93,24,6,1,1,25,0.462496996,89,120,93,120,115,120,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,1,1,1,2,3,2,2,1,2,1,2,3,3,6,2,7,3,2,5,4,0,0,0,0,0,1,2,1,7,2,5,4,,1,1,1,0,0,0,1,0,0,6,5,4,0,1,12,1,10,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,3,1,3,0,,0,,0,,3,3,3,1,1,1,1,2,0,1,2,2,2,1,7,2,5,3,1,1,0,0,0,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,,1,2,1,1,2,1,3,7,6,1,1,2,1,1,7,6,3,2,3,1,4,1,2
3746,93,24,6,1,1,26,0.336466998,52,120,78,120,56,120,1,2,1,1,0,1,0,0,0,0,0,1,0,,0,,,,,,1,2,0,,,,3,3,1,1,3,2,1,2,1,1,1,2,1,3,,3,6,3,6,2,4,4,3,0,0,0,1,1,0,2,1,6,4,4,3,,2,0,1,0,0,0,0,0,0,2,2,2,0,0,,1,4,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,3,3,3,1,2,0,2,3,3,3,3,6,4,4,3,1,0,0,0,0,0,0,2,2,3,3,1,1,0,1,0,0,,0,0,2,1,2,1,,1,1,3,2,12,1,1,1,1,3,6,7,3,2,2,1,1,1,2
3747,93,24,6,1,1,31,1.038743019,62,120,56,120,46,120,1,3,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,2,2,3,3,2,2,2,2,1,2,3,3,6,2,4,5,8,4,3,0,0,0,1,0,0,2,6,4,3,4,4,,1,0,0,0,0,0,1,0,0,5,2,1,0,0,,1,3,0,,0,,0,,1,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,1,1,2,2,2,2,2,2,1,2,0,,2,2,3,2,6,3,4,3,1,0,0,1,0,1,0,3,2,3,3,3,3,0,1,0,0,,0,0,4,1,3,1,1,3,1,3,6,10,1,1,3,1,3,6,10,3,2,3,5,1,1,1
3748,93,24,6,1,1,28,0.489886999,73,120,89,120,45,120,1,1,1,2,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,5,2,7,5,4,5,3,0,0,1,0,1,0,2,1,9,3,5,3,,1,1,1,0,0,1,1,0,0,5,1,1,0,0,,0,,0,,0,,1,15,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,3,2,4,2,0,1,2,2,2,1,9,3,5,3,1,1,1,1,1,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,,1,1,1,1,1,,3,2,10,1,1,1,1,3,3,10,2,2,2,5,7,1,1
3749,93,24,6,1,1,24,0.663507998,92,120,103,120,92,120,1,2,1,1,0,1,0,0,0,1,1,0,1,2,0,,,,,,0,,0,,1,2,3,2,2,2,3,3,2,2,1,1,1,1,1,1,2,2,6,2,8,5,4,5,2,0,0,0,0,1,0,2,1,10,6,5,2,,2,0,1,0,0,0,1,1,0,6,1,1,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,2,3,3,3,1,150,1,2,2,2,1,8,4,5,2,1,1,0,0,1,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,,1,2,1,2,2,1,3,6,9,1,1,2,1,3,6,7,3,2,3,1,4,1,1
3751,93,24,6,1,1,25,0.771595001,78,120,107,120,98,120,1,1,1,1,1,0,0,1,1,0,0,0,0,,1,2003,1,0,1,0,0,,0,,2,1,3,3,2,3,3,2,2,2,1,2,1,1,1,1,2,3,3,2,4,2,4,4,3,0,0,0,1,0,0,2,1,6,2,4,3,,1,1,0,0,1,0,0,0,0,4,2,2,0,1,1,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,2,2,0,1,2,2,2,2,6,4,4,3,1,1,1,1,0,1,0,3,3,3,3,1,1,0,0,0,0,,0,1,,1,1,1,1,1,1,3,6,8,1,1,1,1,3,6,2,3,2,3,2,4,1,2
3752,93,24,6,1,1,18,-0.280393004,94,120,72,120,84,120,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,5,2,7,3,9,4,3,1,0,0,0,1,0,2,1,7,4,4,3,,2,1,1,0,0,0,0,0,0,6,4,3,0,0,,1,1,0,,0,,0,,0,1,1,1,2,0,,0,,0,,0,1,1,0,,0,,0,,0,,3,2,2,1,2,2,4,2,0,1,2,3,2,2,7,9,4,3,1,1,0,0,1,1,0,3,3,3,3,1,1,,0,0,0,,0,1,1,1,2,1,2,1,1,3,3,9,1,1,1,1,3,3,7,3,2,3,1,4,1,2
3753,93,24,6,1,1,22,0.024122,64,120,91,120,66,120,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,6,3,6,3,14,5,3,0,0,0,0,1,0,2,1,7,3,5,3,,2,1,1,0,0,0,0,0,0,6,1,1,0,1,2,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,2,2,3,3,2,,0,1,1,1,1,7,3,5,4,0,0,0,1,0,1,0,,,,,,,0,0,0,0,,0,1,,1,2,1,1,2,1,3,6,14,1,1,2,1,3,6,8,3,2,3,1,1,1,2
3754,93,24,6,1,1,28,1.092633009,70,120,69,120,57,120,1,1,1,2,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,3,3,3,2,2,1,1,2,2,1,1,2,3,1,2,9,5,6,8,3,1,0,1,0,0,0,2,6,9,6,7,4,,1,1,1,0,0,0,1,0,0,1,1,1,0,0,,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,2,3,3,3,3,3,1,850,0,2,1,1,1,9,6,7,3,1,0,0,1,0,1,0,3,3,3,3,1,1,0,0,0,0,,0,1,,1,1,1,1,1,1,2,3,10,1,1,1,1,2,2,10,3,1,3,5,7,1,1
3755,93,24,6,1,1,26,0.835218012,65,120,71,120,68,120,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,1,3,1,3,1,3,1,2,1,2,2,2,6,3,7,2,4,5,3,0,1,1,0,1,0,2,7,7,4,5,3,,1,1,1,0,0,0,1,0,0,6,5,5,0,0,,1,24,0,,0,,0,,0,0,,1,6,0,,0,,0,,1,0,,0,,0,,0,,0,,2,1,1,1,1,1,4,2,,1,2,2,2,3,6,4,5,4,1,1,0,0,0,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,,1,2,1,1,2,1,3,3,8,1,1,2,1,3,4,12,3,2,3,1,4,1,2
3756,93,24,6,1,1,19,-0.030974001,92,120,84,120,108,120,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,1,2,2,3,2,2,3,3,2,3,3,3,5,2,8,2,4,5,4,0,0,1,0,1,0,2,1,8,4,5,4,,1,1,1,0,0,0,1,0,0,4,3,3,0,1,8,1,8,0,,1,9,0,,0,1,2,1,3,0,,0,,0,,0,1,1,1,1,0,,0,,0,,3,3,2,2,3,2,4,2,0,1,3,2,3,2,8,4,5,4,1,0,0,0,0,1,0,3,3,3,3,1,1,,1,1,0,,0,0,,1,1,1,1,1,1,3,3,10,1,1,1,1,3,3,10,4,2,3,5,7,1,2
3757,93,24,6,1,1,17,-0.702628016,75,120,34,120,28,120,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,3,3,2,2,2,3,3,1,1,1,1,3,3,6,4,5,3,8,4,4,0,0,1,0,1,0,1,5,5,8,4,3,,1,0,1,0,0,0,0,0,0,6,3,1,0,0,,1,3,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,4,2,0,1,2,2,2,2,5,8,4,4,0,0,0,0,0,1,0,2,2,1,1,1,1,0,0,0,0,,0,1,3,1,1,1,1,1,1,3,3,9,1,1,1,1,3,2,13,3,1,3,5,7,1,2
3758,93,24,6,1,1,15,-1.337234974,75,120,28,120,58,120,1,2,1,2,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,2,2,3,2,3,2,3,2,3,2,3,3,6,3,7,3,3,4,3,0,0,1,0,1,0,2,7,7,3,5,4,,1,1,1,0,0,1,1,0,0,6,3,3,0,1,1,1,1,1,1,1,1,0,,0,1,2,1,1,1,1,0,,0,,0,1,1,1,1,1,2,1,1,0,,3,2,2,2,2,2,2,2,0,1,3,3,3,3,7,3,5,3,1,0,0,0,0,1,0,3,3,3,3,1,1,0,1,0,1,,0,0,,1,2,1,1,2,,3,6,12,1,1,2,1,3,5,5,3,2,3,4,4,1,2
3759,93,24,6,1,1,21,0.063777998,79,120,64,120,64,120,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,2,3,3,2,3,1,2,1,1,1,2,3,2,6,2,7,5,3,5,2,0,0,1,0,1,0,2,1,7,5,5,3,,2,1,1,0,0,0,0,0,0,6,3,2,0,1,24,1,24,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,2,3,3,3,2,0,1,2,2,2,2,7,4,5,2,1,1,1,1,1,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,1,1,1,1,1,1,1,3,3,13,1,1,1,1,3,3,13,3,2,3,2,1,1,2
3760,93,24,6,1,1,28,0.445214003,80,120,95,120,94,120,1,2,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,6,2,9,2,3,5,4,0,0,1,0,1,0,2,1,9,3,5,4,,1,1,1,0,0,0,0,0,0,6,2,2,0,1,5,1,5,0,,0,,0,,0,1,3,0,,0,,0,,0,,0,1,1,1,1,1,,0,,0,,3,3,2,2,3,3,4,2,0,1,2,3,3,2,9,4,5,4,1,1,0,1,0,1,1,3,2,3,3,1,1,0,1,0,0,,0,0,,1,2,1,1,2,1,1,8,4,1,1,1,1,3,6,4,4,2,4,2,6,1,2
3761,93,24,6,1,1,24,0.73102802,86,120,108,120,106,120,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,2,2,3,1,2,2,3,1,1,3,3,6,2,8,4,14,5,3,1,0,1,0,1,0,2,1,9,2,5,3,,2,1,1,0,0,0,0,0,0,6,2,1,0,1,4,1,8,0,,0,,0,,0,1,2,1,6,0,,0,,0,,1,0,,0,,0,,0,,0,,3,2,2,2,3,2,4,2,0,1,3,2,2,1,9,2,5,3,1,0,0,1,0,0,1,3,3,3,3,1,1,0,1,0,0,,0,0,1,1,2,1,1,2,1,1,3,8,1,1,2,1,1,5,4,4,1,3,1,4,1,2
3762,93,24,6,1,1,16,-0.233307004,80,120,95,120,104,120,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,9,2,9,4,4,0,1,1,1,1,0,2,6,9,9,4,4,,2,1,1,0,0,0,0,0,0,6,2,2,0,1,4,1,4,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,2,1,2,0,,0,,0,,3,3,3,3,3,3,4,2,0,2,3,3,3,3,9,9,4,4,1,1,1,1,0,1,0,2,2,3,3,1,1,0,1,0,1,,0,0,,1,2,1,1,2,1,1,3,8,1,1,2,1,1,3,8,3,1,3,1,4,1,2
3763,93,24,6,1,1,29,0.719708979,70,120,89,120,68,120,2,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,6,3,9,3,3,5,3,0,0,1,0,0,0,2,1,9,3,5,3,,2,1,0,0,0,0,0,0,0,6,3,3,0,0,,1,8,0,,0,,0,,0,0,,1,5,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,3,3,3,4,2,0,1,3,2,3,3,8,4,5,4,1,0,0,0,0,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,,1,2,1,1,2,1,2,6,4,1,1,2,1,3,7,4,3,2,3,1,4,1,2
3764,94,24,6,1,1,13,-1.219779968,,120,,120,,120,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,1,1,3,3,2,3,1,2,1,1,1,1,2,3,5,2,7,2,10,5,2,1,0,1,0,0,0,2,1,7,6,6,2,,1,1,1,0,0,0,0,0,0,5,2,1,0,0,,1,2,0,,0,,0,,0,0,,1,3,0,,0,,0,,0,0,,1,1,0,,0,,0,,3,3,1,1,2,2,4,1,400,1,2,2,1,2,7,10,5,2,1,1,0,1,0,1,0,3,3,1,3,2,2,0,1,0,0,,0,0,1,1,1,1,1,1,1,1,3,10,1,1,1,1,3,3,10,3,2,3,5,4,1,2
3765,94,24,6,1,1,27,0.769141972,81,120,61,120,55,120,1,1,1,2,1,0,1,0,0,0,0,0,0,,0,,,,,,1,1,0,,2,1,3,3,1,3,3,3,3,3,1,2,2,3,1,1,2,3,5,2,7,1,2,4,3,0,0,0,0,1,0,2,1,7,2,4,4,,2,0,1,0,0,0,0,0,0,5,1,1,0,0,,1,10,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,1,1,3,2,3,2,0,0,1,1,2,1,7,2,4,3,0,0,0,0,0,1,0,3,3,3,3,1,1,,1,0,0,,0,0,,1,1,1,1,1,1,3,3,8,1,1,1,1,3,3,13,1,2,2,5,7,1,1
3767,94,24,6,1,1,28,1.113070965,87,120,71,120,101,120,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,1,2,2,3,3,3,1,2,2,1,3,3,3,6,2,10,4,3,5,3,0,0,1,0,1,1,2,1,3,6,7,3,,2,1,1,0,0,0,0,0,0,6,2,1,0,1,1,1,2,0,,0,,0,,0,0,,1,4,0,,0,,0,,0,1,2,1,2,0,,0,,0,,3,2,2,1,2,2,4,2,0,2,2,3,3,2,5,4,5,2,1,1,0,1,0,1,1,3,3,3,3,1,1,452,1,0,0,,0,0,,1,2,1,1,2,1,1,4,8,3,1,2,1,1,8,4,3,2,2,2,4,1,2
3768,94,24,6,1,1,13,-1.118253946,61,120,33,120,88,120,1,3,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,1,1,3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,6,3,4,3,4,8,3,0,0,1,0,1,0,2,6,4,4,5,4,,1,1,1,0,0,1,1,0,0,6,6,6,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,2,3,2,4,2,0,2,2,2,2,2,4,4,4,3,1,1,1,0,0,1,0,2,2,3,3,2,2,0,0,0,0,,0,1,,1,3,1,1,3,1,3,3,10,1,1,3,1,3,3,10,3,2,3,5,7,1,2
3769,94,24,6,1,1,27,0.849573016,92,120,90,120,84,120,2,2,1,1,1,0,0,1,0,0,0,0,0,,1,2007,1,1,1,0,0,,0,,2,1,2,1,1,2,3,2,1,2,1,1,1,1,1,2,2,2,6,2,7,3,4,5,4,0,0,0,0,1,0,2,1,7,5,5,4,,1,1,0,0,1,0,0,0,0,6,1,1,0,1,1,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,1,1,2,3,2,4,2,0,0,1,1,1,1,7,4,5,4,1,1,0,0,0,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,1,2,1,1,1,1,2,3,3,13,1,2,1,2,3,7,6,3,2,3,2,4,1,2
3770,94,24,6,1,1,16,-0.405681998,67,120,9,120,26,120,1,1,1,1,0,1,1,0,0,0,0,0,0,,0,,,,,,1,1,0,,2,1,3,2,2,3,3,3,2,3,2,3,2,3,2,3,2,3,6,3,5,3,14,5,2,0,0,1,1,0,0,2,1,5,13,4,3,,2,0,1,0,0,0,0,0,0,6,2,2,0,0,,1,3,0,,0,,0,,1,0,,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,2,2,2,2,2,0,1,3,3,3,3,7,13,4,4,1,0,0,1,0,1,0,2,3,3,3,1,1,186,0,0,0,,0,1,,1,1,1,1,1,1,3,3,14,1,1,1,1,3,2,11,1,2,2,2,7,1,1
3771,94,24,6,1,1,24,0.696579993,,120,,120,,120,1,1,2,1,0,1,1,0,0,0,0,0,0,,0,,,,,,1,2,0,,1,2,2,2,1,1,3,2,3,2,2,3,3,2,2,3,3,3,6,2,7,3,13,1,3,0,0,0,1,0,1,2,5,6,6,7,4,,1,1,0,0,0,0,0,0,0,6,3,3,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,4,2,0,2,2,2,2,2,6,2,7,2,0,1,0,1,0,1,1,3,3,1,1,3,2,3000,0,0,0,,0,1,1,,1,1,2,2,1,1,3,6,1,2,2,1,1,2,6,3,2,3,1,4,1,2
3772,94,24,6,1,1,15,0.060297001,89,120,76,120,110,120,1,1,1,1,0,1,0,0,0,1,0,0,0,,1,2014,2,0,0,1,0,,0,,2,1,2,2,2,2,3,3,2,2,2,2,2,3,3,3,2,2,6,2,6,3,3,8,3,0,0,1,1,1,0,2,1,7,9,5,2,,2,0,1,0,0,0,1,1,0,4,1,1,0,0,,0,,0,,1,3,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,3,3,3,4,1,400,1,2,2,2,3,7,4,5,3,1,1,0,0,0,1,0,3,3,3,3,1,1,134,1,0,0,,0,0,,1,1,1,1,1,1,3,3,10,1,1,1,1,3,6,13,2,2,2,2,1,1,1
3773,94,24,6,1,1,22,0.362987012,88,120,113,120,111,120,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,6,1,6,4,14,5,4,0,0,1,0,1,0,2,5,6,5,5,3,,2,1,1,0,0,0,1,0,0,6,1,1,0,1,24,1,24,0,,1,10,0,,0,0,,1,3,0,,0,,0,,0,1,1,1,1,0,,1,1,0,,3,2,2,3,3,3,4,1,1200,1,2,3,2,3,6,5,5,4,1,1,0,0,0,1,0,3,3,3,3,1,1,428,0,0,0,,0,1,,1,1,1,1,3,1,3,3,10,1,1,3,1,3,3,10,3,2,2,5,7,1,
3774,94,24,6,1,1,26,0.848384023,58,120,24,120,25,120,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,2,3,2,3,2,3,1,3,3,3,6,2,7,2,9,5,4,1,0,1,0,0,0,2,1,8,2,5,4,,2,1,1,0,0,0,0,0,0,6,2,3,0,0,,1,6,0,,0,,0,,0,0,,0,,1,1,0,,0,,0,0,,0,,1,2,0,,0,,3,2,2,2,3,3,4,1,400,2,3,3,3,2,6,9,5,4,1,1,0,0,0,1,0,2,2,3,3,1,1,,,,,,,,,1,1,1,1,1,1,3,4,12,1,1,1,1,3,3,13,3,,3,6,,1,1
3775,94,24,6,1,1,24,0.833522975,80,120,83,120,97,120,1,1,1,1,0,1,0,0,0,0,0,0,0,,1,2013,1,0,0,1,0,,0,,1,2,3,1,1,1,3,3,1,2,1,2,1,2,1,2,2,2,4,2,7,3,9,7,2,0,0,0,1,1,0,2,1,7,13,7,2,,2,0,1,0,0,0,0,0,0,6,3,3,0,0,,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,1,1,1,3,3,3,1,200,1,1,1,2,2,6,13,7,2,0,1,0,0,1,1,0,3,3,3,3,1,1,400,0,0,0,,0,1,,1,1,1,1,1,1,3,3,13,1,1,1,1,3,3,9,2,2,2,5,7,1,2
