,w2cog3pl,w2stdchn,w2stdmat,w2stdeng,w2stdtotal,w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a27,w2a28,w2a29,w2a32,w2b18,w2b19,w2b20,w2b21,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1402,w2ba1403,w2ba1404,w2ba1405,w2ba1500,w2ba1501,w2ba1502,w2ba1503,w2ba1504,w2ba1505,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc0201,w2bc0202,w2bc0203,w2bc0204,w2bc0205,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2ba09,w2ba10
585,0.893639028,0.10378284800000001,-0.387919157,-0.62043471,-0.430189948,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,9.0,3.0,3.0,7.0,9.0,7.0,3.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,8.0,1.0,1.0,2.0,1.0,3.0,7.0,5.0,3.0,1.0,0.0,1.0
586,0.8494780059999999,1.084006829,0.832810174,1.177916597,1.120234878,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,9.0,4.0,3.0,9.0,6.0,5.0,3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,8.0,14.0,1.0,2.0,2.0,2.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0
588,-0.6762890220000001,-0.71307047,0.229801455,0.6954321,-0.430189948,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,7.0,4.0,3.0,7.0,9.0,5.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,9.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,9.0,1.0,1.0,2.0,1.0,3.0,7.0,9.0,3.0,1.0,1.0,0.0
589,-0.799372017,0.022097516,-0.5562956170000001,0.607707646,0.004685308,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,7.0,6.0,5.0,2.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,13.0,3.0,1.0,0.0,0.0
594,1.049980044,0.634737504,0.7907160590000001,0.9586054620000001,0.90279725,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,8.0,3.0,3.0,8.0,2.0,6.0,3.0,6.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,0.0,1.0,2.0,3.0,2.0,2.0,9.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,3.0,1.0,1.0,2.0,1.0,3.0,8.0,3.0,4.0,1.0,0.0,1.0
595,1.235802054,1.165692161,0.496057255,1.13405437,0.9689739190000001,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,7.0,3.0,4.0,7.0,13.0,5.0,3.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,9.0,3.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,7.0,3.0,3.0,1.0,3.0,1.0,3.0,7.0,5.0,4.0,1.0,1.0,1.0
596,0.165571004,-0.222958479,-0.5562956170000001,-0.050225759,-0.335651849,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,7.0,3.0,4.0,7.0,6.0,5.0,4.0,6.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,2.0,2.0,3.0,7.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,5.0,8.0,1.0,1.0,3.0,2.0,3.0,7.0,6.0,3.0,1.0,1.0,0.0
597,0.897625983,1.247377492,0.201398451,1.090192143,0.8366205809999999,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,7.0,2.0,4.0,8.0,1.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,7.0,1.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,7.0,2.0,3.0,1.0,1.0,1.0
599,0.44382,0.284867792,0.580245484,1.0024676890000002,0.382837705,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,8.0,1.0,4.0,9.0,5.0,6.0,4.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,2.0,3.0,3.0,3.0,3.0,8.0,13.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,8.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,3.0,1.0,1.0,0.0
600,0.60076803,0.389681509,0.45396314,-0.225674667,0.184307697,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,8.0,2.0,3.0,8.0,2.0,4.0,3.0,6.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,9.0,1.0,1.0,3.0,1.0,1.0,7.0,13.0,3.0,1.0,0.0,0.0
602,0.358140945,0.10378284800000001,0.440272029,0.7831565540000001,-0.297836609,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,10.0,1.0,4.0,8.0,9.0,5.0,4.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,4.0,1.0,1.0,1.0
604,0.973376989,0.67558017,0.075116106,1.221778824,0.704267242,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,2.0,3.0,7.0,4.0,4.0,3.0,6.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,3.0,7.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0
605,0.681761026,0.10378284800000001,-0.43001327200000006,0.037498695,-0.16548327,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,4.0,3.0,7.0,6.0,5.0,3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,7.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,12.0,1.0,2.0,2.0,2.0,3.0,6.0,13.0,3.0,1.0,0.0,0.0
607,0.53223902,1.084006829,0.075116106,1.177916597,0.779897721,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,2.0,3.0,7.0,6.0,6.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,7.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,7.0,5.0,3.0,1.0,2.0,1.0,3.0,4.0,13.0,3.0,1.0,1.0,1.0
608,0.418893009,-0.30464381100000004,0.075116106,0.212947603,0.042500548,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,7.0,3.0,3.0,7.0,10.0,4.0,3.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,2.0,3.0,2.0,13.0,3.0,1.0,0.0,0.0
610,0.678727984,-0.30464381100000004,0.692836718,-0.313399121,-0.978510923,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,3.0,3.0,5.0,13.0,7.0,3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,9.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,9.0,1.0,1.0,2.0,1.0,3.0,3.0,13.0,3.0,1.0,1.0,1.0
612,0.798219025,1.002321497,0.496057255,0.870881008,0.8177129609999999,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9.0,3.0,4.0,9.0,2.0,6.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,12.0,1.0,1.0,2.0,2.0,3.0,5.0,12.0,3.0,1.0,1.0,0.0
613,0.8344429729999999,-0.14127314800000002,-0.135354468,0.476120965,0.09922340699999999,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,9.0,2.0,4.0,9.0,4.0,5.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0.0,1.0,3.0,2.0,3.0,2.0,9.0,4.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,9.0,1.0,1.0,1.0,2.0,3.0,3.0,13.0,3.0,1.0,0.0,0.0
615,0.45894700299999996,0.593894838,0.748621944,1.090192143,0.93115868,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,1.0,3.0,7.0,3.0,5.0,3.0,6.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,3.0,7.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0
618,1.064484954,-0.8764411329999999,-0.8088603059999999,-0.708159164,-0.8839728240000001,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,8.0,3.0,3.0,9.0,12.0,6.0,4.0,6.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,9.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,12.0,1.0,1.0,3.0,1.0,3.0,7.0,12.0,3.0,1.0,1.0,0.0
620,1.101294994,0.10378284800000001,0.6086484879999999,0.300672057,-0.581450906,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,3.0,6.0,4.0,5.0,3.0,6.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,6.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,12.0,1.0,2.0,2.0,2.0,3.0,3.0,12.0,3.0,1.0,1.0,0.0
622,0.12459000199999999,0.838950834,-2.113777867,0.7831565540000001,-0.430189948,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,8.0,4.0,2.0,8.0,1.0,6.0,2.0,6.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,8.0,1.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,11.0,1.0,1.0,3.0,1.0,3.0,5.0,7.0,3.0,1.0,1.0,0.0
623,0.817246974,0.18546817899999998,0.580245484,0.432258738,0.47737580399999996,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,7.0,1.0,4.0,7.0,2.0,4.0,3.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,7.0,13.0,7.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,3.0,8.0,12.0,2.0,1.0,1.0,1.0
626,0.6954280140000001,1.247377492,-0.43001327200000006,0.6954321,0.382837705,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,8.0,2.0,3.0,8.0,3.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,8.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,8.0,3.0,1.0,1.0,2.0,3.0,3.0,7.0,3.0,1.0,0.0,1.0
628,1.258841991,0.67558017,0.45396314,1.177916597,0.8555282,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,7.0,3.0,3.0,7.0,4.0,5.0,3.0,6.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,2.0,2.0,2.0,7.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,7.0,1.0,1.0,2.0,1.0,3.0,5.0,7.0,3.0,1.0,1.0,1.0
631,0.751304984,0.512209507,-0.093260353,0.212947603,0.155946267,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,7.0,2.0,3.0,7.0,13.0,6.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,8.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,7.0,3.0,1.0,0.0,0.0
633,0.28931999199999997,0.593894838,-0.8088603059999999,0.870881008,0.13703864699999999,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,7.0,2.0,3.0,7.0,12.0,6.0,4.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,2.0,1.0,3.0,5.0,6.0,3.0,1.0,1.0,0.0
634,1.462455034,1.410748156,0.748621944,0.7831565540000001,0.9878815390000001,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,2.0,4.0,7.0,2.0,6.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,13.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,8.0,3.0,1.0,1.0,2.0,1.0,3.0,7.0,5.0,3.0,1.0,0.0,0.0
635,2.041289091,1.247377492,0.916998403,1.13405437,1.176957737,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,8.0,3.0,4.0,8.0,6.0,5.0,4.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,3.0,3.0,8.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,8.0,1.0,1.0,2.0,1.0,3.0,8.0,5.0,3.0,1.0,1.0,1.0
636,1.4052280190000002,0.67558017,0.748621944,0.870881008,0.8555282,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,8.0,2.0,4.0,8.0,3.0,3.0,3.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,2.0,8.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,0.0,0.0
637,0.008232999999999999,0.856665115,0.482366144,0.453817023,0.734815716,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,7.0,4.0,2.0,7.0,3.0,4.0,3.0,6.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,7.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,12.0,3.0,1.0,0.0,1.0
640,1.140283942,0.18546817899999998,0.159304336,-0.225674667,0.004685308,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,7.0,3.0,3.0,7.0,1.0,6.0,4.0,6.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,7.0,9.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,12.0,3.0,1.0,1.0,1.0
